County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Renville County, Minnesota",12.83,12.5,12.84,14.46,15.01
"Porter County, Indiana",12.83,14.52,12.22,11.78,11.18
"White County, Indiana",12.83,14.54,11.7,10.8,10.88
"Pine County, Minnesota",12.82,14.63,13.08,16.76,13.49
"Auglaize County, Ohio",12.81,10.27,9.74,7.26,6.43
"Sumner County, Kansas",12.79,15.46,18.21,18.78,16.87
"St. Joseph County, Indiana",12.79,10.39,9.28,8.2,8.63
"Ste. Genevieve County, Missouri",12.77,15.24,20.09,19.85,17.11
"Logan County, Colorado",12.77,9.63,11.37,11.96,12.79
"Pinellas County, Florida",12.77,10.19,9.71,10.92,10.28
"Audubon County, Iowa",12.76,19.45,13.13,6.63,8.06
"Montrose County, Colorado",12.75,9.01,13.5,16.85,16.41
"Juneau County, Wisconsin",12.74,13.05,14.36,13.12,14.44
"Rock County, Wisconsin",12.74,13.92,10.83,11.24,12.96
"Faribault County, Minnesota",12.71,14.44,13.37,15.94,17.19
"Boulder County, Colorado",12.69,9.83,10.16,8.22,8.07
"Northumberland County, Pennsylvania",12.69,10.36,8.96,5.1,4.47
"Canyon County, Idaho",12.68,13.56,11.87,14.41,18.1
"Jackson County, Oregon",12.66,12.82,8.02,14.51,12.44
"Tunica County, Mississippi",12.65,11.36,11.66,15.32,13.04
"Coos County, Oregon",12.64,11.93,12.3,9.56,10.92
"Franklin County, Nebraska",12.63,11.1,18.24,16.35,16.22
"Ashland County, Wisconsin",12.62,16.3,17.5,17.69,19.47
"Golden Valley County, North Dakota",12.62,8.39,10.45,12.33,14.85
"Hettinger County, North Dakota",12.62,12.35,10.5,11.15,8.21
"Caldwell County, Texas",12.61,18.26,20.18,21.69,21.56
"Custer County, Nebraska",12.6,15.92,12.9,14.21,14.34
"Cochise County, Arizona",12.6,10.49,10.66,9.89,10.55
"Mineral County, Colorado",12.6,59.13,25.75,22.58,3.11
"Lake County, South Dakota",12.59,13.14,12.59,19.04,13.39
"Park County, Montana",12.59,7.84,5.1,4.52,4.28
"Buchanan County, Iowa",12.58,14.65,8.76,8.75,8.24
"Martin County, Indiana",12.57,22.81,19.46,16.79,17.07
"Gila County, Arizona",12.56,10.11,17.51,18.4,16.57
"Hancock County, West Virginia",12.56,14.36,15.72,16.4,15.58
"Sanilac County, Michigan",12.56,13.69,12.66,11.48,12.3
"Warren County, Illinois",12.56,14.18,8.18,12.7,11.8
"Keith County, Nebraska",12.54,29.57,18.25,22.98,21.43
"Washington County, Iowa",12.53,19.12,14.77,11.51,8.55
"Buena Vista County, Iowa",12.51,19.14,19.06,19.12,20.28
"Routt County, Colorado",12.51,6.67,6.43,6.46,3.92
"Cass County, Iowa",12.5,17.11,19.76,22.19,18.88
"Kearney County, Nebraska",12.49,20.67,16.97,16.11,14.94
"Kenton County, Kentucky",12.46,14.32,17.46,17.06,17.52
"Rutland County, Vermont",12.45,4.2,1.77,0.84,1.15
"Box Butte County, Nebraska",12.41,10.22,11.92,12.67,10.12
"Fulton County, Illinois",12.41,12.33,10.81,10.82,9.24
"Grand Traverse County, Michigan",12.41,12.73,9.19,6.53,5.48
"Murray County, Minnesota",12.4,13.36,14.71,17.14,15.89
"Niobrara County, Wyoming",12.4,16.95,19.61,15.61,14.57
"Hot Springs County, Wyoming",12.4,12.3,14.07,10.27,6.81
"Buffalo County, Wisconsin",12.38,15.04,19.84,19.04,19.4
"Marshall County, Illinois",12.37,10.51,8.59,9.76,9.42
"Breathitt County, Kentucky",12.33,11.26,10.95,23.98,14.79
"Fresno County, California",12.33,13.56,11.78,11.52,10.35
"Grant County, Oregon",12.33,8.52,11.92,8.58,9.9
"Lincoln County, Nebraska",12.32,15.71,13.96,13.65,14.66
"Lake County, Michigan",12.32,7.35,7.04,8.44,3.36
"Stewart County, Georgia",12.31,12.91,18.89,21.45,21.66
"Preble County, Ohio",12.3,16.42,15.49,17.54,16.16
"Zavala County, Texas",12.3,11.6,14.83,15.01,15.95
"Chittenden County, Vermont",12.3,5.52,3.6,2.15,2.01
"Asotin County, Washington",12.28,9.52,17.2,8.17,7.03
"Nobles County, Minnesota",12.26,18.3,21.31,20.73,25.22
"Stanton County, Nebraska",12.26,17.39,13.03,17.04,16.23
"Fremont County, Colorado",12.26,13.64,11.85,16.42,14.52
"Lake County, Indiana",12.23,19.83,9.82,26.31,9.91
"Cumberland County, Pennsylvania",12.23,13,11.39,11.4,6.13
"Page County, Virginia",12.21,15.18,16.61,19.84,18.46
"Swift County, Minnesota",12.2,18.21,16.74,23.05,19.13
"Yavapai County, Arizona",12.2,10.98,10.46,10.3,13.74
"Pickens County, Georgia",12.18,12.32,33.22,56.42,25.25
"Waller County, Texas",12.18,13.97,16.43,18.1,18.41
"Grimes County, Texas",12.17,17.37,21.37,27.95,34.37
"Iron County, Wisconsin",12.17,6.56,6.09,12.48,10.39
"Vermillion County, Indiana",12.16,15.19,10.69,9.97,6.6
"Hampshire County, West Virginia",12.15,15.02,15.16,15.62,14.69
"Hand County, South Dakota",12.15,5.33,5.93,6.25,4.51
"Chautauqua County, Kansas",12.13,14.66,16.95,19.26,15.69
"Kalkaska County, Michigan",12.11,10.52,8.82,11.17,12.04
"Taylor County, Iowa",12.09,8.71,11.01,12.45,10.86
"Doddridge County, West Virginia",12.09,11.74,12.29,9.85,4.76
"Mecosta County, Michigan",12.08,13.05,11.42,11.39,10.29
"Cass County, North Dakota",12.06,9.65,6.88,6.98,7.16
"Blaine County, Montana",12.05,8.97,13.37,10.79,9.3
"Ada County, Idaho",12.03,13.32,10.45,10.26,8.24
"Polk County, Wisconsin",12.02,14.66,13.67,16.1,14.88
"Franklin County, Indiana",12,10.36,19.31,13.8,14.83
"Seneca County, New York",12,5.37,4.29,3.47,5.08
"Charles County, Maryland",11.99,12.5,10.7,8.93,8.82
"Burt County, Nebraska",11.98,26.16,12.03,8.59,10.33
"Tioga County, Pennsylvania",11.98,8.1,6.47,4.85,5.08
"Boone County, Iowa",11.97,13.06,12.45,13.21,13.95
"Linn County, Iowa",11.97,13.87,10.8,9.56,10.23
"Hardin County, Ohio",11.94,12.16,12.01,11.04,10.86
"Lawrence County, Pennsylvania",11.93,12.88,9.56,9.5,8.92
"Appanoose County, Iowa",11.93,13.03,8.26,10.85,5.94
"Garfield County, Colorado",11.91,9.29,8.31,9.98,11.67
"Sandusky County, Ohio",11.91,9.26,6.81,5.06,5.73
"Ionia County, Michigan",11.9,9.43,7.94,5.78,5.68
"Buckingham County, Virginia",11.88,12.69,24.66,28.47,34.41
"Webster County, Iowa",11.88,18.98,15.43,14.63,14.19
"Bland County, Virginia",11.88,12.79,18.5,16.55,12.55
"Dawes County, Nebraska",11.88,14.17,11.2,15.14,10.62
"Lawrence County, Illinois",11.87,19.8,24.07,29.14,19.97
"Currituck County, North Carolina",11.86,19.12,21.7,26.11,24.76
"Palo Alto County, Iowa",11.86,15.33,19.34,16.01,14.45
"Rice County, Kansas",11.86,13.33,7.15,11.63,8.31
"Jackson County, Michigan",11.8,10.66,11.46,7.82,7.01
"Jasper County, Iowa",11.76,14.9,14.81,12.66,14.03
"Manatee County, Florida",11.75,14.98,13.25,13.71,14.36
"Nevada County, California",11.74,17.75,11.33,6.79,6.47
"Meagher County, Montana",11.73,5.55,15.63,13.41,5.39
"Richland County, Wisconsin",11.72,7.96,7.37,7.69,7.93
"Dawson County, Nebraska",11.68,15.79,17.76,19.13,18.7
"Franklin County, Iowa",11.68,12.64,13.39,14.36,14.39
"Cambria County, Pennsylvania",11.68,6.41,5.52,4.48,4.75
"Madison County, Ohio",11.66,11.3,10.66,12.49,8.89
"Orange County, California",11.66,11.51,8.04,7.66,5.67
"Hocking County, Ohio",11.65,11.19,8.82,9.36,8.36
"Scott County, Minnesota",11.64,9.05,7.47,9.99,9.41
"Lapeer County, Michigan",11.64,10.54,10.15,8.71,7.6
"Butler County, Pennsylvania",11.63,11.48,7.92,8.31,5.7
"Dickinson County, Michigan",11.59,23.12,10.25,6.3,7.52
"Morgan County, Illinois",11.58,16.69,17.18,20.71,15.23
"Norman County, Minnesota",11.58,12.39,12.71,13.99,9.35
"Howard County, Nebraska",11.58,16.94,7.66,8.57,7.78
"Glacier County, Montana",11.58,6.35,7.93,6.58,1.29
"Cecil County, Maryland",11.56,11.79,8.18,10.96,9.74
"Treasure County, Montana",11.55,10.31,12.31,15.9,4.89
"McPherson County, Nebraska",11.53,11.13,15.95,16.85,18.21
"Platte County, Missouri",11.53,11.82,16.93,16.45,15.85
"Randolph County, Indiana",11.51,13.13,15.01,14.84,14.04
"Churchill County, Nevada",11.51,12,9.36,8.94,7.27
"Day County, South Dakota",11.49,10.12,8.7,9.73,7.57
"Bradford County, Pennsylvania",11.48,8.33,5.74,5.84,2.72
"Maricopa County, Arizona",11.47,14.02,9.99,11.53,8.75
"Houston County, Minnesota",11.46,14.73,9.7,9.66,10.36
"Tippecanoe County, Indiana",11.46,11.41,10.97,8.62,8.33
"Ransom County, North Dakota",11.45,10.08,9.44,9.1,7.14
"Clay County, Nebraska",11.44,15.5,16.65,16.1,5.71
"Charlevoix County, Michigan",11.43,9.48,7.9,7.55,13.21
"Aurora County, South Dakota",11.43,14.35,11.58,12.09,12.93
"Henry County, Iowa",11.43,13.36,16.3,10.12,9.06
"Emmons County, North Dakota",11.42,20.7,10.48,10.21,10.09
"Lewis and Clark County, Montana",11.42,11.83,10.47,8.32,7.37
"Acadia Parish, Louisiana",11.41,10.46,10.84,11.2,8.33
"Dixon County, Nebraska",11.4,16.93,20.51,20.87,17.77
"Miner County, South Dakota",11.4,14.57,19.59,17.73,15
"Plymouth County, Iowa",11.37,11.78,11.21,11.3,10.92
"Juneau City and Borough, Alaska",11.35,9.17,8.19,11.05,11.91
"Noble County, Ohio",11.34,9.85,10.63,13.74,18.86
"Talbot County, Maryland",11.34,8.84,9.1,8.74,6.92
"Aitkin County, Minnesota",11.33,10.65,11.2,14.39,14.87
"Stanislaus County, California",11.33,12.86,13.73,11.84,11.99
"La Crosse County, Wisconsin",11.31,14.82,12.46,12.48,11.57
"Arapahoe County, Colorado",11.31,11.25,13.41,11.92,8.96
"Calhoun County, South Carolina",11.3,8.69,14.65,17.32,16.84
"Guthrie County, Iowa",11.29,10.88,15.81,15.24,11.64
"Washington County, Oregon",11.27,11.12,10.62,9.62,8.29
"York County, Pennsylvania",11.27,10.88,7.46,7.58,8.28
"Douglas County, Nebraska",11.26,12.6,10.36,10.58,7.79
"Fremont County, Wyoming",11.25,10.64,13.33,11.87,10.14
"Dimmit County, Texas",11.24,10.64,13.97,18.91,11.41
"Livingston County, Illinois",11.24,12.13,10.7,8.76,6.61
"Pasco County, Florida",11.23,9.22,9.45,9.8,10.34
"Miami County, Indiana",11.2,16.75,17.19,13.18,14.09
"Howard County, Maryland",11.18,11.64,5.79,5.88,5.96
"Warren County, Virginia",11.16,11.24,13.2,14.03,20.01
"Crook County, Oregon",11.16,11.37,12.32,12.25,15.08
"Carbon County, Wyoming",11.16,9.24,12.62,11.36,7.71
"Washington County, Colorado",11.15,11.09,15.65,10.47,8.18
"Delaware County, Ohio",11.14,7.1,3.83,4.6,3.45
"Malheur County, Oregon",11.13,10.24,9.65,10.04,11.17
"Mahoning County, Ohio",11.13,11.54,9.07,8.12,6.03
"Bonner County, Idaho",11.12,11.5,7.98,7.9,8.9
"Hennepin County, Minnesota",11.12,14.08,9.18,8.28,6.96
"Union County, New Mexico",11.11,19.3,25.78,26.53,24.59
"Haines Borough, Alaska",11.11,13.72,15.34,3.83,9.11
"Calhoun County, Iowa",11.09,16.8,18.91,16.85,20.51
"Woodbury County, Iowa",11.08,16.98,12.42,10.52,15.44
"Poquoson city, Virginia",11.08,17.79,15.77,,
"Sully County, South Dakota",11.07,12.67,15.3,20.89,22.06
"Union County, Indiana",11.06,14.29,17.19,4.54,10.86
"Pointe Coupee Parish, Louisiana",11.05,6.93,7.92,7.6,4.09
"Clearfield County, Pennsylvania",11.04,9.2,7.81,8.5,8.58
"Archuleta County, Colorado",11.03,14.42,11.45,22.04,14.68
"Union County, Pennsylvania",11.03,8.97,8.31,8.43,5.45
"San Bernardino County, California",11.01,11.99,10.25,9.57,10.14
"Sawyer County, Wisconsin",11,13.06,21.87,8.17,3.76
"Turner County, South Dakota",10.97,11.6,29.53,35.69,35.92
"Gallatin County, Montana",10.96,13.52,12.79,15.28,12.83
"Boone County, West Virginia",10.96,11.52,8.91,9.74,8.51
"Stafford County, Kansas",10.95,18.84,15.64,14.02,23.08
"Wright County, Iowa",10.95,15.99,9.82,7.91,7.7
"Warren County, Pennsylvania",10.95,9.1,6.21,5.75,6.89
"Hinsdale County, Colorado",10.91,9.73,10.13,4.71,2.7
"Lincoln County, Minnesota",10.9,13.76,12.72,9.55,10.38
"Dorchester County, Maryland",10.9,10.61,11.32,9.91,8.7
"Harrison County, Indiana",10.89,13.72,13.92,15.48,11.13
"Polk County, Iowa",10.88,12.61,11.57,9.17,7.96
"Union County, Iowa",10.86,9.36,12,5.58,7.79
"Kimball County, Nebraska",10.83,10.63,13.06,10.3,17.19
"Alger County, Michigan",10.82,9.46,11.92,9.15,6.95
"Pottawattamie County, Iowa",10.81,12.81,12.12,11.51,10.58
"San Luis Obispo County, California",10.81,10.25,9.05,7.82,7.43
"Spencer County, Indiana",10.8,10.01,10.61,24.35,15.26
"Columbia County, Washington",10.8,14.3,18.28,16.45,15.26
"Hernando County, Florida",10.8,11.69,10.77,11.14,13.37
"Wallowa County, Oregon",10.78,12.66,17.2,13.59,14.77
"Aroostook County, Maine",10.77,6.14,5.83,4.23,2.73
"Mason County, Washington",10.76,5.48,7.57,6.09,7.37
"Caroline County, Maryland",10.76,11.04,11.93,11.13,7.05
"Palm Beach County, Florida",10.74,10.9,9.17,8.3,8.49
"Berks County, Pennsylvania",10.74,8.11,3.96,4.83,4.88
"Grant County, Washington",10.71,10.23,11.39,12.37,11.62
"LaSalle County, Illinois",10.71,8.53,7.63,7.23,5.76
"Todd County, South Dakota",10.71,2.03,3.45,5.34,4.12
"Ferry County, Washington",10.7,6.28,5.77,8.02,4.59
"Howard County, Iowa",10.7,11.54,7.24,2.22,2.21
"St. Landry Parish, Louisiana",10.69,7.3,8.27,8.72,7.9
"Presidio County, Texas",10.68,6.69,4.5,2.89,13.86
"Brown County, Kansas",10.68,9.71,9.99,7.59,9.02
"Kingman County, Kansas",10.68,10.47,12.04,10.62,8.88
"Powell County, Montana",10.68,9.99,8.9,8.13,7.99
"Shiawassee County, Michigan",10.65,13.17,12.29,13.45,12.72
"Dunn County, North Dakota",10.62,4.24,4.19,3.4,5.01
"Los Alamos County, New Mexico",10.61,22.01,17.97,20.46,11.74
"Iberville Parish, Louisiana",10.61,35.69,5.76,6.25,4.91
"Tulare County, California",10.58,12.09,13.29,13.08,12.29
"Anoka County, Minnesota",10.57,15.02,9.25,8.27,8.24
"Madison County, New York",10.55,3.79,2.3,1.42,2.29
"Pickaway County, Ohio",10.54,7.81,6.22,8.43,6.67
"St. Lucie County, Florida",10.53,11.26,8.03,9.68,10.75
"Mineral County, Montana",10.52,9.61,10.38,7.96,5.58
"Sarpy County, Nebraska",10.51,12.43,10.21,12.09,10.67
"Jersey County, Illinois",10.51,10.67,15.68,13.8,10.01
"La Paz County, Arizona",10.5,11.29,10.61,6.39,0
"St. Clair County, Michigan",10.46,9.6,8.32,6.97,7.01
"Pueblo County, Colorado",10.45,9.1,8.8,10.05,9.06
"Perry County, Ohio",10.45,7.84,4.15,4.94,4.66
"Orange County, North Carolina",10.43,12.14,9.89,10.66,20.1
"Union County, Ohio",10.43,10.7,11.85,11.29,9.33
"Pima County, Arizona",10.43,10.07,8.27,9.68,7.98
"Dauphin County, Pennsylvania",10.43,10.27,7.82,8.86,5.17
"Big Horn County, Wyoming",10.42,7.46,11,13.32,8.84
"Muskegon County, Michigan",10.36,10.59,11.42,9.8,10.63
"Will County, Illinois",10.36,6.87,6.98,7.49,7.76
"Beltrami County, Minnesota",10.36,10.06,8.59,9.05,6.33
"Payette County, Idaho",10.35,11,12.28,12.63,19.45
"Lane County, Oregon",10.33,9.78,11.06,10.7,13.97
"Torrance County, New Mexico",10.32,14.05,16.65,24.23,22.37
"Harford County, Maryland",10.32,9.66,7.09,8.01,8.26
"Harrison County, Iowa",10.3,19.65,16.87,18.3,18.55
"Lucas County, Ohio",10.28,9.18,7.09,5.93,5.43
"Greeley County, Kansas",10.28,19.73,9.91,4.23,3.25
"Phillips County, Montana",10.27,14.06,9.69,9.7,6.8
"Oldham County, Kentucky",10.25,20.34,20.05,24.38,22.23
"Indian River County, Florida",10.24,10.26,12.17,12.35,15.52
"Atlantic County, New Jersey",10.24,4.98,2.15,2.91,1.6
"Medina County, Ohio",10.23,10.76,8.32,7.44,5.54
"Benton County, Indiana",10.21,12.58,14.36,17.45,17.2
"Griggs County, North Dakota",10.19,17.56,15.18,19.62,16.42
"Multnomah County, Oregon",10.19,10.01,10.55,10.31,10.96
"McKinley County, New Mexico",10.19,12.13,10.14,11.53,9.05
"Adams County, Pennsylvania",10.19,10.36,8.36,7.05,6.07
"Ellis County, Kansas",10.19,6.73,2.86,4.98,4.05
"Decatur County, Indiana",10.18,13.37,11.02,12.76,12.47
"Rush County, Kansas",10.18,7.26,6.45,7.31,8.15
"Delta County, Colorado",10.16,14.11,13.76,14.78,15.43
"Oneida County, Wisconsin",10.15,14.31,13.17,14.77,14.89
"Fayette County, Pennsylvania",10.15,9.74,6.99,6.95,6.85
"Portage County, Wisconsin",10.13,9.13,9.32,8.41,7.75
"Twin Falls County, Idaho",10.12,11.36,12.4,11.49,13.23
"Rice County, Minnesota",10.1,10.07,12.08,11.22,11.14
"Mason County, West Virginia",10.1,6.77,4.89,7.36,6.34
"McKean County, Pennsylvania",10.07,11.62,7.38,6.55,10.06
"Arenac County, Michigan",10.07,11.6,10.82,12.23,9.37
"Harrison County, Ohio",10.06,7.05,5.98,7.29,7.82
"Lafayette County, Wisconsin",10.06,6.11,3.18,1.54,2.1
"Meeker County, Minnesota",10.04,12.4,14.24,14.38,18.54
"Sacramento County, California",10.04,11.12,10.17,9.39,7.51
"Marshall County, Minnesota",10.03,7.8,14.08,13.72,10.84
"Hidalgo County, Texas",10.03,9.75,7.36,7.87,9.11
"Lumpkin County, Georgia",10.01,11.3,20.34,11.17,21.59
"Dearborn County, Indiana",10.01,10.43,11.71,11.3,12.34
"Columbia County, Pennsylvania",9.99,8.52,5.34,4.74,6.22
"Douglas County, Washington",9.97,10.41,10.83,10.51,12.04
"Morrison County, Minnesota",9.94,11.67,12.21,12.02,11.84
"Lincoln County, South Dakota",9.94,13.59,5.59,4.26,0.08
"Portage County, Ohio",9.93,6.56,5.86,5.67,5.28
"Gloucester County, New Jersey",9.92,10.71,5.31,2.69,2.18
"El Paso County, Texas",9.91,10.87,7.53,8.4,8.29
"Cumberland County, New Jersey",9.91,8.51,5.93,6.07,5.85
"Scott County, Iowa",9.87,11.84,8.26,8.79,10
"Williams County, North Dakota",9.87,11.46,17.04,21.03,8.33
"Cape May County, New Jersey",9.87,7.01,1.64,1.33,0.99
"Hancock County, Mississippi",9.84,11.8,10.55,13.26,14.13
"Kauai County, Hawaii",9.84,8.53,6.33,5.68,4.41
"Stark County, Illinois",9.83,10.38,24.04,5.42,7.55
"Crawford County, Georgia",9.81,7.64,8.35,10.53,21.49
"Jackson County, Wisconsin",9.8,14.71,7.11,11.88,9.08
"Braxton County, West Virginia",9.8,3.99,3.22,3.55,0.91
"Doña Ana County, New Mexico",9.79,10.6,10.63,10.85,11.3
"Traill County, North Dakota",9.79,6.49,6.45,9.59,10.32
"Lucas County, Iowa",9.79,19.54,9.65,8.2,5.9
"Washington County, Pennsylvania",9.79,8.19,4.3,3.99,4.45
"Edwards County, Kansas",9.77,10.77,7.02,8.56,6.86
"Isabella County, Michigan",9.76,9.19,6.31,6.42,6.44
"Okanogan County, Washington",9.75,13.37,10.51,11.99,13.14
"Columbia County, Oregon",9.75,8.65,10.83,10.32,12.96
"Beaver County, Pennsylvania",9.74,6.68,5.57,4.25,4.37
"Ogle County, Illinois",9.73,10.21,12.85,10.44,13.48
"Poweshiek County, Iowa",9.73,14.18,13.38,10.21,8.09
"Big Horn County, Montana",9.72,13.76,10.16,8.29,8.18
"Centre County, Pennsylvania",9.71,7.57,6.84,5.26,5.24
"Polk County, Oregon",9.7,11.3,13.25,11.22,13.72
"Skamania County, Washington",9.7,6.14,11.83,4.67,6.12
"Franklin County, Washington",9.65,13.99,10.7,20.35,13.88
"Sitka City and Borough, Alaska",9.65,10.45,15.18,11.73,13.69
"Wasco County, Oregon",9.64,10.7,11.48,9.3,12.85
"Moffat County, Colorado",9.61,11.88,17.54,20.35,11
"DuPage County, Illinois",9.61,13.22,8.2,8.36,7.63
"Clinton County, Illinois",9.6,9.99,11.37,10.18,8.58
"Lincoln County, West Virginia",9.6,11.33,10.26,10.45,6.82
"Marshall County, West Virginia",9.6,8.58,9.92,8.8,6.69
"Marquette County, Michigan",9.6,8.26,7.34,5.92,6.18
"Mountrail County, North Dakota",9.6,1.62,10.21,16.35,5.1
"Fluvanna County, Virginia",9.58,12.27,19.99,31.52,35
"Monroe County, Florida",9.57,7.05,7.43,6.01,10.07
"Story County, Iowa",9.56,16.07,10.03,7.29,5.27
"Petersburg Borough, Alaska",9.56,11.32,,,
"Klickitat County, Washington",9.54,9.97,12.6,11.97,10.13
"Ventura County, California",9.54,8.95,6.7,6.36,6.24
"Belknap County, New Hampshire",9.54,2.19,2.48,1.44,1.81
"Yakutat City and Borough, Alaska",9.52,8.01,8.66,,
"Waushara County, Wisconsin",9.51,10,14.84,19.97,15.83
"Monroe County, West Virginia",9.51,18.45,9.35,13.27,11.57
"Racine County, Wisconsin",9.51,10.52,10.36,9.61,9.79
"Chemung County, New York",9.51,6.31,5.64,4.71,3.83
"Wilson County, Texas",9.47,13.24,12.36,12.82,13.9
"Steele County, Minnesota",9.47,11.75,13.4,10.27,10.42
"Riverside County, California",9.47,10.98,8.1,7.3,8.84
"Jefferson County, Mississippi",9.46,10.01,7.31,10.2,9.91
"San Diego County, California",9.46,9.79,5.94,7.06,5.53
"Kennebec County, Maine",9.46,4.77,2.98,2.4,3.57
"Brooks County, Texas",9.43,9.4,9.49,12.55,14.45
"Emmet County, Michigan",9.43,9.32,8.91,13.24,8.8
"McLean County, North Dakota",9.42,24.01,15.51,15.99,14.75
"Colfax County, New Mexico",9.4,16.41,11.97,14.17,13.21
"Oakland County, Michigan",9.4,13,7.16,6.04,5.74
"Mitchell County, Kansas",9.37,27.27,13.34,9.61,9.62
"Broome County, New York",9.37,6.83,4.15,3.42,3.06
"Curry County, Oregon",9.35,9.14,9.21,7.7,8.14
"Sheridan County, Wyoming",9.34,12.29,10.44,7.54,8.92
"Clinton County, Michigan",9.34,7.24,8.37,7.59,8.36
"Crow Wing County, Minnesota",9.33,14.52,13.05,12.15,10.96
"Ritchie County, West Virginia",9.3,10.82,10.25,9.89,8.14
"Cass County, Minnesota",9.3,10.56,7.55,9.31,7.48
"Athens County, Ohio",9.29,7.86,9.2,6.94,7.75
"Stutsman County, North Dakota",9.28,12.58,12.55,12.89,14.41
"Jackson County, Colorado",9.28,9.83,10.65,1.74,10.04
"Solano County, California",9.28,11.43,7.75,6.82,6.87
"Lincoln County, Missouri",9.25,12.76,16.56,25.21,25.89
"Fillmore County, Nebraska",9.24,12.17,11.26,13.26,9.72
"Polk County, Minnesota",9.23,10.48,10.69,14.29,12.54
"Plaquemines Parish, Louisiana",9.21,16.75,9.3,16.4,19.09
"Butte County, California",9.21,10.37,9.78,10.14,9.32
"Issaquena County, Mississippi",9.19,9.82,8.27,11.94,17.95
"Polk County, Nebraska",9.19,13.3,10.94,10.01,12.04
"Chickasaw County, Iowa",9.18,8.26,4.11,7.79,7.31
"Cheboygan County, Michigan",9.18,9.14,7.54,6.28,5.71
"Wyoming County, Pennsylvania",9.18,6.37,3.68,3.23,3.46
"Greene County, Alabama",9.17,12.54,9.14,15.46,15.85
"Mineral County, Nevada",9.16,10.41,11.52,18.72,12.11
"Huron County, Ohio",9.16,10.2,7.88,8.08,5.93
"Wayne County, Michigan",9.16,10.14,6.51,6.27,5.35
"Niagara County, New York",9.13,8.01,7.98,8.09,8.42
"Leelanau County, Michigan",9.12,3.98,2.87,5.52,5.35
"Bottineau County, North Dakota",9.11,17.89,14.27,17.95,15.73
"Antrim County, Michigan",9.1,8.93,11.04,11.03,6.19
"Chautauqua County, New York",9.09,8.28,7.78,5.4,6.39
"Hidalgo County, New Mexico",9.07,7.83,9.86,17.47,18.57
"Sheridan County, Montana",9.07,40.16,6.65,8.26,6.32
"Amador County, California",9.07,8.63,7.02,5.67,5.22
"Grant County, New Mexico",9.05,8.57,10.18,12.06,11.71
"La Plata County, Colorado",9.05,7.79,7.38,11.91,10.6
"Cattaraugus County, New York",9.05,8.62,8.44,7.75,6.09
"Morris County, Kansas",9.04,16.02,11.99,16.46,15.5
"Cheyenne County, Nebraska",9.04,14.81,16.85,17.57,14.85
"Livingston County, Michigan",9.04,10.97,8.3,6.85,5.23
"Butler County, Nebraska",9.03,9.12,8.99,7.05,6.58
"McKenzie County, North Dakota",9.01,11.19,10.82,10.14,3.37
"Sumter County, Florida",8.96,12.01,23.68,28.07,28.21
"Dickinson County, Iowa",8.93,12.17,9.76,9.56,9.38
"Plumas County, California",8.92,8.33,6.56,10.01,9.19
"Bennett County, South Dakota",8.9,4.95,5.62,5.83,4.7
"Converse County, Wyoming",8.87,8.6,9.81,10.18,6.12
"Fallon County, Montana",8.86,13.18,20.51,20.85,14.35
"Carroll County, Maryland",8.86,8.24,9.25,6.82,6.01
"Mohave County, Arizona",8.83,6.58,6.74,8.49,8.88
"Louisa County, Iowa",8.83,7.73,7.27,6.45,3.65
"Eddy County, North Dakota",8.82,4.32,7.47,10.47,10.61
"Wheeler County, Oregon",8.82,11.52,20.3,13.18,8
"San Joaquin County, California",8.81,9.94,8.01,8.75,10.11
"Greene County, Pennsylvania",8.81,11.01,9.95,10.99,9.21
"Oceana County, Michigan",8.81,6.85,10.92,7.67,6.29
"Kane County, Illinois",8.8,9.87,9.2,8.89,10.44
"Sussex County, Delaware",8.8,8.44,7.3,6.94,5.46
"Monroe County, Pennsylvania",8.79,9.05,2.95,2.32,2.72
"Mariposa County, California",8.78,11.22,5.88,3.87,6.45
"Washington County, Minnesota",8.75,12.25,6.63,6.22,6.85
"Montgomery County, Maryland",8.73,10.74,7.88,7.12,5.58
"St. Lawrence County, New York",8.72,4.79,3.7,3.38,3.05
"LaPorte County, Indiana",8.71,11.26,10.9,9.56,9.55
"Wright County, Minnesota",8.7,15.63,12.57,13.08,15.01
"Red Lake County, Minnesota",8.69,20.81,8.49,14.14,16.14
"Kingsbury County, South Dakota",8.68,7.83,13.34,11.71,6.42
"Stearns County, Minnesota",8.68,8.01,7.41,6.62,6.09
"Chase County, Kansas",8.67,22.87,14.55,12.38,12.21
"Anne Arundel County, Maryland",8.67,8.27,6.66,6.21,5.3
"DeKalb County, Illinois",8.66,9.48,9.94,8.77,9
"Calaveras County, California",8.66,8.16,5.73,3.97,8.9
"Colorado County, Texas",8.65,13.71,13.09,16.47,14.58
"Black Hawk County, Iowa",8.65,11.21,13.55,12,10.35
"Kittitas County, Washington",8.65,8.78,8.97,11.73,8.01
"Manistee County, Michigan",8.64,10.29,13.3,15.06,14.02
"Warren County, Iowa",8.64,9.48,8.28,5.94,6.29
"Pennington County, Minnesota",8.63,9,10.13,13.09,12.71
"Richland County, Montana",8.62,17.43,17.98,20.49,14.03
"Los Angeles County, California",8.62,8.3,6.17,6.25,5.41
"Navajo County, Arizona",8.61,13.2,9.48,14.34,11.7
